date,region,category,channel,units_sold,unit_price,revenue
2025-02-19,South,Sports,Online,6,59.4,356.4
2025-02-19,West,Electronics,In-Store,6,306.71,1840.26
2025-12-27,South,Sports,Online,6,72.88,612.19
2025-09-26,North,Electronics,Online,6,246.91,1481.46
2025-04-08,South,Clothing,In-Store,7,40.44,283.08
2025-02-07,South,Beauty,Online,1,30.92,30.92
2025-03-30,West,Clothing,Online,5,52.38,261.9
2025-10-18,North,Sports,Online,1,54.3,54.3
2025-12-02,South,Electronics,In-Store,7,244.59,2396.98
2025-03-22,East,Sports,Online,3,52.31,156.93
2025-07-20,North,Sports,Online,3,72.96,218.88
2025-11-16,South,Home & Kitchen,Online,6,91.45,768.18
2025-04-07,South,Home & Kitchen,Online,1,71.81,71.81
2025-09-17,North,Clothing,Online,1,51.19,51.19
2025-04-15,East,Electronics,In-Store,2,217.88,435.76
2025-12-28,West,Electronics,Online,2,257.72,721.62
2025-04-23,North,Home & Kitchen,In-Store,-1,95.57,95.57
2025-07-01,East,Electronics,Online,4,311.38,1245.52
2025-09-05,South,Beauty,In-Store,6,,209.34
2025-03-09,South,Clothing,In-Store,5,50.96,254.8
2025-11-30,North,Electronics,Online,3,224.69,943.7
2025-07-17,West,Beauty,Online,1,36.92,36.92
2025-01-24,West,Electronics,Online,7,218.64,1530.48
2025-11-12,East,Clothing,Online,3,54.55,229.11
2025-02-11,South,Sports,Online,2,58.14,116.28
2025-09-30,South,Clothing,Online,6,54.73,328.38
2025-02-25,East,Electronics,Online,3,288.59,865.77
2025-11-04,North,Clothing,Online,3,46.83,196.69
2025-10-04,North,Electronics,Online,6,213.82,1282.92
2025-12-02,West,Sports,In-Store,3,51.35,215.67
2025-07-06,East,Beauty,Online,4,28.97,115.88
2025-10-29,North,Clothing,Online,7,48.91,342.37
2025-01-02,South,Electronics,Online,4,292.14,1168.56
2025-10-15,North,Home & Kitchen,Online,5,80.85,404.25
2025-07-30,South,Electronics,Online,7,239.9,1679.3
2025-12-01,West,Beauty,In-Store,4,27.65,154.84
2025-07-11,East,Beauty,Online,7,35.45,248.15
2025-12-02,East,Home & Kitchen,Online,5,78.96,552.72
2025-03-20,East,Electronics,Online,1,,265.61
2025-03-12,East,Sports,In-Store,3,52.66,157.98
2025-01-01,North,Clothing,Online,7,49.4,345.8
2025-03-31,South,Home & Kitchen,Online,4,72.23,288.92
2025-03-15,East,Electronics,Online,4,272.59,1090.36
2025-02-10,West,Clothing,In-Store,1,41.73,41.73
2025-07-06,South,Clothing,Online,2,54.16,108.32
2025-09-28,North,Home & Kitchen,Online,7,86.43,605.01
2025-07-22,South,Home & Kitchen,Online,5,80.38,401.9
2025-12-10,West,Electronics,Online,5,297.39,2081.73
2025-12-18,North,Electronics,In-Store,4,305.11,1708.62
2025-04-27,South,Beauty,Online,3,28.38,85.14
2025-07-02,North,Home & Kitchen,Online,2,91.32,182.64
2025-07-31,North,Home & Kitchen,Online,6,92.31,553.86
2025-08-11,West,Beauty,In-Store,7,36.07,252.49
2025-09-22,North,Electronics,Online,5,299.76,1498.8
2025-12-12,West,Clothing,In-Store,6,55.56,466.7
2025-12-04,West,Clothing,Online,2,48.21,134.99
2025-03-17,North,Clothing,In-Store,1,53.52,53.52
2025-12-21,West,Sports,In-Store,7,59.14,579.57
2025-12-22,West,Electronics,In-Store,1,217.63,304.68
2025-09-23,South,Home & Kitchen,Online,5,82.85,414.25
2025-05-14,West,Clothing,In-Store,6,48.07,288.42
2025-03-31,South,Electronics,In-Store,5,250.55,1252.75
2025-03-09,North,Clothing,Online,4,46.8,187.2
2025-05-20,South,Clothing,In-Store,6,46.29,277.74
2025-10-09,North,Electronics,Online,2,214.71,429.42
2025-03-28,East,Clothing,Online,4,51.54,206.16
2025-10-03,East,Beauty,Online,2,35.77,71.54
2025-03-19,West,Clothing,In-Store,6,39.48,236.88
2025-07-11,West,Electronics,Online,3,273.91,821.73
2025-02-20,West,Clothing,In-Store,6,41.98,251.88
2025-02-22,East,Electronics,Online,5,230.68,1153.4
2025-07-11,East,Electronics,In-Store,5,224.41,1122.05
2025-04-03,South,Electronics,Online,5,296.15,1480.75
2025-11-24,South,Home & Kitchen,Online,6,76.48,642.43
2025-09-23,West,Electronics,Online,2,217.78,435.56
2025-05-02,North,Electronics,Online,3,260.73,782.19
2025-12-25,West,Electronics,In-Store,5,274.22,1919.54
2025-05-12,South,Home & Kitchen,In-Store,1,91.08,91.08
2025-09-19,West,Clothing,Online,1,49.09,49.09
2025-11-25,South,Clothing,Online,5,51.35,359.45
2025-07-31,West,Electronics,Online,4,263.17,1052.68
2025-08-28,South,Home & Kitchen,In-Store,4,79.1,316.4
2025-06-16,West,Beauty,Online,1,34.2,34.2
2025-10-21,South,Sports,Online,2,73.09,146.18
2025-05-25,East,Home & Kitchen,Online,2,89.53,179.06
2025-09-05,South,Home & Kitchen,Online,1,81.73,81.73
2025-08-08,North,Clothing,In-Store,2,41.76,83.52
2025-04-20,North,Sports,Online,2,62.19,124.38
2025-10-06,South,Clothing,Online,7,40.37,282.59
2025-03-05,East,Clothing,In-Store,2,40.06,80.12
2025-08-17,South,Home & Kitchen,In-Store,5,86.27,431.35
2025-04-20,South,Clothing,Online,4,42.41,169.64
2025-12-09,West,Beauty,In-Store,2,35.88,100.46
2025-01-13,West,Clothing,In-Store,2,46.45,92.9
2025-10-02,South,Sports,Online,1,53.3,53.3
2025-02-03,North,Electronics,Online,5,228.96,1144.8
2025-07-01,North,Clothing,Online,3,40.09,120.27
2025-09-12,West,Beauty,In-Store,2,30.02,60.04
2025-09-15,East,Home & Kitchen,In-Store,4,72.04,288.16
2025-09-11,West,Sports,Online,5,66.57,332.85
2025-11-26,West,Home & Kitchen,Online,2,95.04,266.11
2025-09-05,East,Home & Kitchen,Online,3,77.63,232.89
2025-08-28,West,Sports,Online,3,67.7,203.1
2025-05-31,North,Clothing,Online,1,55.97,55.97
2025-05-31,East,Electronics,In-Store,4,296.36,1185.44
2025-06-08,North,Clothing,Online,2,52.95,105.9
2025-12-19,West,Clothing,Online,4,45.23,253.29
2025-11-08,East,Electronics,In-Store,5,257.03,1799.21
2025-12-31,West,Sports,Online,6,57.61,483.92
2025-02-02,East,Home & Kitchen,In-Store,3,74.55,223.65
2025-05-23,South,Clothing,Online,6,43.34,260.04
2025-01-04,East,Home & Kitchen,In-Store,1,80.96,80.96
2025-04-08,West,Home & Kitchen,Online,5,73.78,368.9
2025-03-04,North,Clothing,In-Store,4,47.06,188.24
2025-09-12,North,Electronics,Online,4,235.54,942.16
2025-12-20,South,Clothing,In-Store,1,45.45,63.63
2025-12-13,West,Home & Kitchen,In-Store,7,68.53,671.59
2025-10-21,East,Clothing,In-Store,1,48.79,48.79
2025-08-03,South,Beauty,Online,6,25.96,155.76
2025-06-17,West,Clothing,Online,1,51.16,51.16
2025-03-21,North,Sports,In-Store,4,73.53,294.12
2025-07-14,South,Home & Kitchen,In-Store,2,83.38,166.76
2025-11-01,West,Clothing,Online,7,53.98,529.0
2025-07-05,East,Electronics,Online,7,309.68,2167.76
2025-06-14,North,Electronics,Online,5,277.58,1387.9
2025-02-14,South,Electronics,Online,4,290.5,1162.0
2025-12-31,West,Electronics,Online,4,250.09,1400.5
2025-07-13,North,Electronics,Online,1,230.42,230.42
2025-01-10,South,Clothing,In-Store,5,39.99,199.95
2025-04-02,North,Electronics,Online,5,220.42,1102.1
2025-05-25,North,Electronics,Online,4,273.09,1092.36
2025-06-15,East,Electronics,In-Store,1,223.69,223.69
2025-04-07,South,Clothing,Online,2,42.77,85.54
2025-04-05,South,Beauty,In-Store,3,32.88,98.64
2025-05-07,West,Beauty,Online,4,32.07,128.28
2025-01-25,West,Electronics,Online,7,240.76,1685.32
2025-04-03,East,Clothing,In-Store,3,53.02,159.06
2025-08-15,North,Clothing,In-Store,5,47.44,237.2
2025-02-24,West,Clothing,Online,5,46.75,233.75
2025-07-17,East,Electronics,Online,1,213.12,213.12
2025-11-18,East,Beauty,Online,7,32.82,321.64
2025-11-11,West,Sports,Online,2,61.8,173.04
2025-04-10,East,Home & Kitchen,In-Store,5,98.59,492.95
2025-03-22,East,Clothing,Online,6,40.58,243.48
2025-06-07,West,Sports,Online,4,64.05,256.2
2025-01-14,North,Clothing,In-Store,4,40.65,162.6
2025-10-13,West,Sports,Online,1,59.33,59.33
2025-09-09,North,Sports,Online,5,63.33,316.65
2025-10-10,East,Clothing,In-Store,5,42.29,211.45
2025-05-09,South,Electronics,Online,6,230.71,1384.26
2025-12-08,South,Sports,Online,4,71.72,401.63
2025-06-16,North,Home & Kitchen,In-Store,6,97.63,585.78
2025-06-11,East,Clothing,Online,3,45.35,136.05
2025-07-20,South,Electronics,Online,2,237.26,474.52
2025-08-08,South,Sports,In-Store,1,72.34,72.34
2025-07-13,East,Electronics,Online,4,235.53,942.12
2025-11-07,West,Sports,Online,7,58.58,574.08
2025-05-20,South,Clothing,Online,6,52.0,312.0
2025-12-25,South,Sports,Online,4,74.6,417.76
2025-07-15,East,Home & Kitchen,In-Store,4,80.19,320.76
2025-04-29,South,Electronics,Online,2,240.33,480.66
2025-02-13,East,Electronics,In-Store,2,243.47,486.94
2025-01-03,South,Home & Kitchen,Online,5,74.37,371.85
2025-06-25,North,Home & Kitchen,Online,-4,70.87,283.48
2025-03-29,North,Electronics,In-Store,2,213.24,426.48
2025-07-24,East,Electronics,In-Store,3,254.33,762.99
2025-11-20,North,Clothing,In-Store,3,43.05,180.81
2025-04-18,North,Sports,In-Store,6,51.3,307.8
2025-09-19,North,Electronics,Online,1,282.66,282.66
2025-09-06,North,Clothing,Online,3,53.84,161.52
2025-01-22,East,Electronics,In-Store,4,257.13,1028.52
2025-08-04,North,Home & Kitchen,In-Store,1,71.34,71.34
2025-09-25,North,Beauty,Online,6,32.32,193.92
2025-06-22,East,Clothing,Online,3,51.25,153.75
2025-04-27,West,Clothing,In-Store,3,39.17,117.51
2025-03-16,North,Clothing,Online,1,40.49,40.49
2025-01-20,North,Electronics,Online,4,225.83,903.32
2025-05-25,North,Sports,In-Store,3,65.91,197.73
2025-06-15,South,Sports,Online,7,66.45,465.15
2025-12-15,West,Home & Kitchen,Online,6,93.82,788.09
2025-05-13,East,Sports,Online,5,61.44,307.2
2025-11-16,South,Electronics,Online,4,292.0,1635.2
2025-08-13,West,Electronics,Online,4,264.92,1059.68
2025-06-18,West,Electronics,Online,5,225.41,1127.05
2025-05-28,West,Home & Kitchen,Online,5,69.58,347.9
2025-05-08,East,Electronics,Online,6,251.17,1507.02
2025-08-14,North,Sports,In-Store,7,64.73,453.11
2025-03-05,North,Sports,Online,7,74.94,524.58
2025-01-03,West,Electronics,In-Store,1,312.32,312.32
2025-07-22,East,Electronics,Online,6,310.06,1860.36
2025-04-01,West,Sports,Online,1,63.34,63.34
2025-10-18,East,Electronics,In-Store,3,256.41,769.23
2025-07-10,East,Electronics,Online,5,258.43,1292.15
2025-03-10,North,Clothing,Online,5,55.29,276.45
2025-04-24,West,Clothing,In-Store,7,55.76,390.32
2025-06-26,East,Clothing,Online,5,51.74,258.7
2025-12-12,South,Clothing,Online,5,40.5,283.5
2025-05-03,West,Electronics,Online,4,284.07,1136.28
2025-01-13,West,Beauty,Online,2,33.55,67.1
2025-06-15,South,Electronics,Online,6,306.27,1837.62
2025-09-21,North,Home & Kitchen,Online,5,76.14,380.7
2025-12-07,West,Home & Kitchen,Online,6,82.02,688.97
2025-09-06,North,Clothing,Online,2,51.81,103.62
2025-03-21,West,Electronics,Online,6,307.28,1843.68
2025-08-20,North,Electronics,Online,6,232.79,1396.74
2025-08-13,North,Clothing,Online,5,38.73,193.65
2025-11-01,East,Sports,In-Store,5,67.21,470.47
2025-05-15,South,Clothing,Online,6,43.75,262.5
2025-03-14,North,Home & Kitchen,Online,2,73.89,147.78
2025-07-01,North,Sports,Online,6,69.65,417.9
2025-11-10,South,Home & Kitchen,In-Store,6,91.92,772.13
2025-04-13,West,Electronics,Online,1,255.7,255.7
2025-04-27,West,Beauty,Online,3,34.05,102.15
2025-11-27,West,Electronics,Online,2,260.86,730.41
2025-01-24,East,Beauty,In-Store,4,36.44,145.76
2025-01-16,East,Home & Kitchen,Online,7,89.87,629.09
2025-09-24,North,Sports,Online,3,73.27,219.81
2025-03-16,South,Beauty,In-Store,2,32.28,64.56
2025-11-11,East,Beauty,Online,2,27.86,78.01
2025-06-25,East,Electronics,Online,4,267.07,1068.28
2025-04-27,West,Electronics,Online,4,231.33,925.32
2025-04-22,South,Electronics,Online,1,263.98,263.98
2025-03-24,North,Electronics,Online,3,285.86,857.58
2025-12-23,North,Clothing,Online,4,53.04,297.02
2025-06-18,South,Clothing,In-Store,4,49.57,198.28
2025-02-08,North,Electronics,Online,4,269.45,1077.8
2025-03-14,East,Beauty,Online,4,25.58,102.32
2025-02-28,North,Beauty,In-Store,7,36.14,252.98
2025-01-02,East,Electronics,In-Store,2,250.78,501.56
2025-05-20,North,Clothing,Online,3,48.57,145.71
2025-04-16,West,Beauty,Online,5,28.37,141.85
2025-04-10,South,Electronics,In-Store,5,228.76,1143.8
2025-05-23,South,Home & Kitchen,Online,5,77.59,387.95
2025-08-30,North,Electronics,In-Store,3,277.73,833.19
2025-04-24,South,Electronics,Online,2,303.46,606.92
2025-09-12,West,Sports,In-Store,6,52.84,317.04
2025-12-19,West,Electronics,Online,2,292.01,817.63
2025-03-10,East,Clothing,Online,1,43.64,43.64
2025-01-30,South,Electronics,In-Store,1,238.57,238.57
2025-03-03,East,Home & Kitchen,Online,5,97.0,485.0
2025-06-12,East,Electronics,Online,6,218.16,1308.96
2025-03-05,East,Home & Kitchen,In-Store,2,77.79,155.58
2025-03-10,South,Electronics,Online,3,248.58,745.74
2025-06-11,North,Clothing,Online,6,47.88,287.28
2025-01-03,South,Home & Kitchen,In-Store,6,93.48,560.88
2025-07-05,North,Sports,Online,2,56.97,113.94
2025-12-20,South,Electronics,Online,4,214.17,1199.35
2025-10-05,North,Electronics,Online,7,,1608.46
2025-01-30,West,Sports,In-Store,3,71.44,214.32
2025-10-08,East,Clothing,In-Store,3,38.41,115.23
2025-02-09,West,Home & Kitchen,Online,2,68.24,136.48
2025-06-16,West,Home & Kitchen,Online,3,76.61,229.83
2025-01-16,East,Clothing,Online,5,46.17,230.85
2025-06-26,South,Home & Kitchen,In-Store,4,89.42,357.68
2025-10-06,North,Clothing,Online,6,54.66,327.96
2025-07-24,East,Clothing,Online,1,48.44,48.44
2025-05-14,South,Beauty,Online,2,32.53,65.06
2025-03-13,West,Electronics,Online,5,237.53,1187.65
2025-05-30,South,Beauty,Online,3,33.15,99.45
2025-02-20,East,Clothing,Online,1,49.46,49.46
2025-08-21,South,Sports,Online,7,62.24,435.68
2025-09-26,South,Home & Kitchen,Online,6,80.23,481.38
2025-04-30,East,Home & Kitchen,Online,1,90.88,90.88
2025-07-29,East,Clothing,In-Store,3,42.67,128.01
2025-04-04,West,Sports,In-Store,7,60.9,426.3
2025-01-12,North,Clothing,Online,3,47.85,143.55
2025-05-19,East,Sports,In-Store,6,52.0,312.0
2025-12-17,South,Beauty,Online,1,37.09,51.93
2025-03-05,East,Clothing,Online,6,53.7,322.2
2025-08-20,South,Beauty,In-Store,1,25.88,25.88
2025-11-19,South,Clothing,Online,7,40.66,398.47
2025-11-17,North,Sports,Online,7,69.52,681.3
2025-12-22,West,Sports,In-Store,2,73.48,205.74
2025-03-17,East,Sports,Online,6,,445.44
2025-03-10,North,Beauty,Online,3,27.3,81.9
2025-08-04,East,Home & Kitchen,Online,5,99.45,497.25
2025-01-31,East,Electronics,Online,1,213.94,213.94
2025-01-02,East,Home & Kitchen,Online,4,85.34,341.36
2025-12-15,West,Clothing,Online,2,40.51,113.43
2025-05-01,West,Electronics,Online,3,277.33,831.99
2025-11-03,North,Sports,Online,1,53.01,74.21
2025-10-18,West,Sports,Online,7,57.08,399.56
2025-06-24,South,Sports,In-Store,7,55.96,391.72
2025-04-14,South,Sports,Online,4,64.11,256.44
2025-11-28,North,Sports,In-Store,6,73.02,613.37
2025-09-11,West,Electronics,Online,2,214.09,428.18
2025-06-27,North,Beauty,In-Store,7,28.3,198.1
2025-11-15,North,Electronics,In-Store,2,225.18,630.5
2025-09-20,West,Home & Kitchen,Online,3,73.15,219.45
2025-01-29,East,Sports,Online,1,70.55,70.55
2025-10-06,North,Clothing,Online,5,45.35,226.75
2025-10-02,North,Clothing,Online,7,44.35,310.45
2025-10-16,East,Home & Kitchen,Online,5,91.23,456.15
2025-01-19,East,Beauty,Online,2,29.51,59.02
2025-07-15,South,Electronics,In-Store,3,290.34,871.02
2025-09-10,South,Clothing,Online,3,48.04,144.12
2025-01-12,East,Clothing,In-Store,4,43.26,173.04
2025-10-15,North,Clothing,Online,1,41.96,41.96
2025-04-02,North,Electronics,Online,6,241.11,1446.66
2025-02-24,North,Beauty,In-Store,7,26.13,182.91
2025-01-26,North,Electronics,In-Store,6,294.59,1767.54
2025-01-31,West,Electronics,Online,1,264.42,264.42
2025-09-13,South,Electronics,In-Store,6,285.98,1715.88
2025-07-06,West,Electronics,Online,5,282.74,1413.7
2025-08-15,West,Electronics,In-Store,6,217.7,1306.2
2025-02-22,West,Electronics,In-Store,7,299.03,2093.21
2025-04-10,South,Clothing,Online,7,50.26,351.82
2025-06-14,East,Sports,Online,4,51.43,205.72
2025-09-28,West,Clothing,In-Store,7,53.54,374.78
2025-11-27,West,Clothing,Online,5,40.37,282.59
2025-10-01,East,Electronics,Online,2,275.01,550.02
2025-07-10,West,Clothing,Online,6,47.35,284.1
2025-03-16,East,Electronics,In-Store,7,226.11,1582.77
2025-03-27,North,Electronics,Online,2,285.49,570.98
2025-03-10,West,Electronics,Online,1,311.16,311.16
2025-04-11,North,Electronics,Online,3,240.43,721.29
2025-12-03,East,Electronics,In-Store,6,268.66,2256.74
2025-04-10,West,Electronics,Online,7,,1842.96
2025-05-15,South,Beauty,Online,1,25.69,25.69
2025-11-22,East,Electronics,Online,-5,222.59,1558.13
2025-12-24,South,Beauty,Online,6,27.37,229.91
2025-11-17,South,Sports,Online,4,65.66,367.7
2025-07-18,East,Sports,Online,2,53.17,106.34
2025-04-03,South,Electronics,Online,2,291.39,582.78
2025-05-16,South,Sports,In-Store,4,59.42,237.68
2025-09-18,North,Sports,Online,7,64.58,452.06
2025-10-09,North,Sports,Online,4,70.42,281.68
2025-12-25,West,Electronics,Online,6,311.09,2613.16
2025-12-30,West,Clothing,Online,5,48.22,337.54
2025-08-11,East,Clothing,In-Store,4,49.96,199.84
2025-11-19,East,Sports,In-Store,6,56.31,473.0
2025-02-27,North,Sports,Online,5,70.14,350.7
2025-03-19,West,Home & Kitchen,In-Store,7,78.8,551.6
2025-04-14,South,Clothing,Online,7,54.77,383.39
2025-05-03,East,Beauty,In-Store,3,35.72,107.16
2025-09-16,North,Beauty,In-Store,2,26.11,52.22
2025-09-19,East,Clothing,In-Store,3,44.55,133.65
2025-07-20,East,Electronics,Online,2,,617.32
2025-07-19,North,Home & Kitchen,Online,6,74.24,445.44
2025-04-14,North,Home & Kitchen,In-Store,3,80.29,240.87
2025-02-09,West,Sports,Online,1,53.04,53.04
2025-05-17,West,Home & Kitchen,In-Store,7,78.23,547.61
2025-03-25,South,Sports,Online,7,,474.95
2025-10-29,South,Sports,Online,3,66.15,198.45
2025-10-29,South,Home & Kitchen,Online,4,79.75,319.0
2025-12-18,East,Sports,Online,7,62.61,613.58
2025-08-09,North,Clothing,Online,5,48.64,243.2
2025-12-07,North,Electronics,Online,1,248.5,347.9
2025-10-03,North,Clothing,Online,1,55.36,55.36
2025-07-14,East,Clothing,Online,1,55.87,55.87
2025-04-28,West,Clothing,Online,7,40.51,283.57
2025-02-25,South,Clothing,Online,3,49.86,149.58
2025-12-24,East,Sports,In-Store,7,57.57,564.19
2025-11-27,West,Home & Kitchen,In-Store,3,73.61,309.16
2025-01-07,West,Electronics,In-Store,6,309.34,1856.04
2025-08-20,North,Clothing,In-Store,7,42.01,294.07
2025-12-11,West,Beauty,Online,7,30.97,303.51
2025-10-11,West,Clothing,Online,7,39.33,275.31
2025-06-19,West,Home & Kitchen,Online,6,74.7,448.2
2025-11-29,East,Home & Kitchen,In-Store,2,96.47,270.12
2025-05-21,West,Home & Kitchen,Online,7,82.71,578.97
2025-03-08,South,Home & Kitchen,Online,2,81.66,163.32
2025-02-21,East,Home & Kitchen,Online,4,76.89,307.56
2025-06-04,West,Clothing,In-Store,5,50.57,252.85
2025-05-03,South,Electronics,In-Store,1,278.53,278.53
2025-06-15,South,Clothing,In-Store,2,42.0,84.0
2025-11-28,East,Clothing,Online,2,54.2,151.76
2025-04-06,North,Home & Kitchen,In-Store,6,99.63,597.78
2025-04-26,East,Clothing,Online,1,41.07,41.07
2025-07-29,West,Sports,Online,2,55.34,110.68
2025-07-03,North,Clothing,In-Store,3,50.24,150.72
2025-10-06,North,Beauty,In-Store,6,28.73,172.38
2025-07-11,West,Home & Kitchen,Online,7,72.61,508.27
2025-06-11,East,Home & Kitchen,Online,3,85.65,256.95
2025-02-03,South,Beauty,Online,6,31.49,188.94
2025-11-08,East,Electronics,In-Store,3,216.61,909.76
2025-04-23,West,Home & Kitchen,In-Store,3,76.58,229.74
2025-12-06,West,Electronics,Online,3,238.64,1002.29
2025-06-26,West,Home & Kitchen,Online,3,88.72,266.16
2025-07-09,East,Beauty,Online,6,34.5,207.0
2025-02-09,East,Home & Kitchen,Online,3,99.05,297.15
2025-09-29,West,Electronics,Online,3,254.94,764.82
2025-06-26,North,Home & Kitchen,Online,6,75.62,453.72
2025-02-18,West,Clothing,In-Store,7,38.72,271.04
2025-05-07,South,Sports,Online,1,74.6,74.6
2025-10-07,East,Electronics,In-Store,4,289.65,1158.6
2025-05-21,East,Clothing,In-Store,1,53.47,53.47
2025-11-27,East,Sports,Online,7,68.45,670.81
2025-01-15,North,Electronics,Online,3,259.67,779.01
2025-01-16,East,Electronics,In-Store,4,286.05,1144.2
2025-04-12,West,Sports,Online,6,53.77,322.62
2025-03-02,South,Electronics,Online,6,262.47,1574.82
2025-12-29,East,Home & Kitchen,Online,6,93.76,787.58
2025-06-14,North,Electronics,Online,1,282.14,282.14
2025-07-12,East,Electronics,In-Store,3,245.91,737.73
2025-11-29,North,Home & Kitchen,Online,2,68.83,192.72
2025-10-14,East,Home & Kitchen,Online,4,98.57,394.28
2025-11-05,North,Clothing,Online,7,50.43,494.21
2025-09-17,West,Sports,Online,6,60.28,361.68
2025-03-30,South,Home & Kitchen,Online,6,73.42,440.52
2025-12-03,North,Beauty,In-Store,4,30.01,168.06
2025-01-08,West,Clothing,In-Store,2,51.56,103.12
2025-05-04,South,Home & Kitchen,Online,3,91.01,273.03
2025-08-06,North,Sports,Online,3,60.22,180.66
2025-11-15,North,Home & Kitchen,Online,6,68.93,579.01
2025-06-21,North,Beauty,Online,5,32.66,163.3
2025-12-06,West,Sports,Online,2,57.2,160.16
2025-12-22,West,Sports,Online,3,69.34,291.23
2025-08-25,North,Electronics,Online,6,278.78,1672.68
2025-06-02,North,Clothing,Online,6,45.56,273.36
2025-09-03,East,Clothing,In-Store,4,43.4,173.6
2025-09-24,West,Home & Kitchen,In-Store,3,94.17,282.51
2025-10-14,North,Beauty,In-Store,1,36.38,36.38
2025-11-07,North,Electronics,Online,6,235.17,1975.43
2025-10-26,East,Home & Kitchen,Online,3,81.14,243.42
2025-04-26,West,Sports,In-Store,2,61.34,122.68
2025-03-23,West,Clothing,Online,4,45.77,183.08
2025-06-03,East,Clothing,Online,3,48.32,144.96
2025-09-14,East,Clothing,In-Store,7,43.75,306.25
2025-11-20,East,Beauty,Online,1,27.06,37.88
2025-12-19,West,Sports,Online,4,54.16,303.3
2025-07-27,West,Clothing,In-Store,2,47.75,95.5
2025-08-26,North,Electronics,In-Store,3,264.2,792.6
2025-12-03,South,Clothing,Online,5,48.03,336.21
2025-05-18,East,Sports,Online,2,70.28,140.56
2025-10-15,South,Home & Kitchen,In-Store,5,93.88,469.4
2025-05-10,North,Home & Kitchen,In-Store,4,75.27,301.08
2025-01-22,South,Sports,In-Store,4,64.08,256.32
2025-12-22,West,Beauty,Online,1,30.76,43.06
2025-05-26,West,Electronics,Online,6,221.43,1328.58
2025-05-06,East,Electronics,Online,1,301.18,301.18
2025-07-30,South,Clothing,Online,2,52.41,104.82
2025-11-24,North,Clothing,In-Store,7,46.52,455.9
2025-03-23,East,Beauty,Online,4,33.47,133.88
2025-03-18,North,Electronics,In-Store,2,226.78,453.56
2025-02-27,East,Sports,Online,7,62.45,437.15
2025-11-17,South,Home & Kitchen,Online,7,99.99,979.9
2025-11-21,North,Electronics,Online,7,221.15,2167.27
2025-08-24,North,Electronics,Online,2,312.42,624.84
2025-03-01,North,Electronics,Online,6,218.95,1313.7
2025-06-18,South,Beauty,In-Store,4,32.83,131.32
2025-01-08,South,Electronics,Online,4,276.11,1104.44
2025-07-23,West,Sports,Online,5,61.88,309.4
2025-12-04,South,Electronics,Online,7,267.73,2623.75
2025-09-28,West,Electronics,Online,7,306.37,2144.59
2025-04-20,West,Home & Kitchen,Online,2,77.71,155.42
2025-03-06,North,Clothing,Online,1,42.83,42.83
2025-01-23,West,Electronics,Online,2,218.21,436.42
2025-05-19,West,Electronics,Online,3,291.34,874.02
2025-03-22,East,Beauty,In-Store,5,29.3,146.5
2025-07-16,South,Electronics,Online,4,293.25,1173.0
2025-05-10,North,Electronics,Online,2,298.45,596.9
2025-09-22,South,Clothing,Online,3,52.11,156.33
2025-10-05,South,Electronics,Online,2,224.94,449.88
2025-01-01,North,Electronics,In-Store,7,263.65,1845.55
2025-01-08,South,Beauty,Online,7,26.77,187.39
2025-05-19,North,Electronics,Online,2,229.2,458.4
2025-11-26,South,Electronics,In-Store,3,296.25,1244.25
2025-09-04,West,Clothing,Online,4,42.33,169.32
2025-12-25,North,Home & Kitchen,Online,6,78.46,659.06
2025-11-27,West,Electronics,In-Store,7,219.69,2152.96
2025-10-05,North,Beauty,Online,1,27.91,27.91
2025-02-16,North,Clothing,Online,1,55.49,55.49
2025-06-18,North,Home & Kitchen,Online,2,95.39,190.78
2025-10-24,West,Electronics,Online,2,239.06,478.12
2025-04-15,North,Electronics,Online,3,297.95,893.85
2025-11-27,South,Electronics,Online,3,263.5,1106.7
2025-09-10,North,Beauty,In-Store,7,34.57,241.99
2025-11-06,East,Sports,Online,2,61.12,171.14
2025-09-10,East,Sports,Online,3,57.3,171.9
2025-12-08,North,Electronics,In-Store,1,260.81,365.13
2025-06-14,West,Electronics,Online,7,250.46,1753.22
2025-05-16,West,Beauty,Online,7,35.25,246.75
2025-02-17,West,Electronics,In-Store,4,274.06,1096.24
2025-07-24,North,Clothing,Online,5,51.25,256.25
2025-04-12,South,Electronics,Online,3,217.85,653.55
2025-03-18,North,Clothing,In-Store,2,51.88,103.76
2025-07-24,South,Home & Kitchen,Online,4,70.32,281.28
2025-02-02,North,Sports,Online,6,72.18,433.08
2025-04-22,West,Sports,Online,4,51.17,204.68
2025-09-25,West,Clothing,Online,5,43.52,217.6
2025-02-18,East,Clothing,In-Store,4,49.81,199.24
2025-09-12,West,Electronics,In-Store,1,297.54,297.54
2025-07-18,East,Electronics,Online,6,276.76,1660.56
2025-09-06,South,Electronics,Online,6,295.29,1771.74
2025-03-29,North,Home & Kitchen,Online,1,97.91,97.91
2025-02-15,North,Sports,Online,7,51.97,363.79
2025-01-08,West,Clothing,In-Store,5,42.58,212.9
2025-05-30,East,Electronics,In-Store,2,252.95,505.9
2025-12-04,East,Home & Kitchen,In-Store,1,69.24,96.94
2025-10-10,East,Sports,In-Store,1,60.29,60.29
2025-09-28,East,Sports,Online,6,56.0,336.0
2025-05-11,North,Sports,Online,2,68.02,136.04
