date,region,category,channel,units_sold,unit_price,revenue,month,month_name,quarter,weekday,is_weekend
2025-08-15,North,Electronics,In-Store,7,304.7,2132.9,8,Aug,3,Friday,False
2025-11-04,East,Beauty,Online,4,30.26,121.04,11,Nov,4,Tuesday,False
2025-11-06,East,Clothing,Online,6,40.46,242.76,11,Nov,4,Thursday,False
2025-04-27,East,Sports,Online,6,52.01,312.06,4,Apr,2,Sunday,True
2025-05-12,West,Clothing,Online,4,50.47,201.88,5,May,2,Monday,False
2025-03-22,North,Home & Kitchen,In-Store,7,90.54,633.78,3,Mar,1,Saturday,True
2025-12-22,East,Sports,Online,6,54.7,328.2,12,Dec,4,Monday,False
2025-05-17,North,Clothing,Online,3,50.39,151.17,5,May,2,Saturday,True
2025-12-30,West,Electronics,Online,1,238.8,238.8,12,Dec,4,Tuesday,False
2025-07-14,South,Clothing,Online,1,50.56,50.56,7,Jul,3,Monday,False
2025-02-23,West,Sports,In-Store,2,67.5,135.0,2,Feb,1,Sunday,True
2025-07-22,East,Electronics,In-Store,1,247.36,247.36,7,Jul,3,Tuesday,False
2025-10-14,North,Electronics,Online,6,240.32,1441.92,10,Oct,4,Tuesday,False
2025-04-17,West,Electronics,In-Store,6,281.46,1688.76,4,Apr,2,Thursday,False
2025-11-25,South,Home & Kitchen,Online,6,80.94,485.64,11,Nov,4,Tuesday,False
2025-08-23,West,Clothing,Online,7,39.53,276.71,8,Aug,3,Saturday,True
2025-03-31,West,Clothing,Online,5,43.74,218.7,3,Mar,1,Monday,False
2025-02-21,South,Sports,Online,1,53.06,53.06,2,Feb,1,Friday,False
2025-09-23,West,Electronics,In-Store,2,277.81,555.62,9,Sep,3,Tuesday,False
2025-04-26,East,Home & Kitchen,Online,4,77.91,311.64,4,Apr,2,Saturday,True
2025-06-24,South,Home & Kitchen,Online,3,73.87,221.61,6,Jun,2,Tuesday,False
2025-07-05,East,Sports,In-Store,3,56.06,168.18,7,Jul,3,Saturday,True
2025-10-12,North,Electronics,Online,2,290.03,580.06,10,Oct,4,Sunday,True
2025-08-29,South,Sports,In-Store,3,71.22,213.66,8,Aug,3,Friday,False
2025-08-21,East,Electronics,In-Store,7,266.14,1862.98,8,Aug,3,Thursday,False
2025-02-10,South,Electronics,Online,1,221.9,221.9,2,Feb,1,Monday,False
2025-09-04,West,Beauty,In-Store,6,28.59,171.54,9,Sep,3,Thursday,False
2025-10-05,South,Home & Kitchen,Online,4,79.95,319.8,10,Oct,4,Sunday,True
2025-11-29,South,Sports,In-Store,6,67.76,406.56,11,Nov,4,Saturday,True
2025-06-10,North,Clothing,Online,7,47.48,332.36,6,Jun,2,Tuesday,False
2025-02-15,North,Clothing,In-Store,2,48.05,96.1,2,Feb,1,Saturday,True
2025-03-18,East,Electronics,Online,1,256.45,256.45,3,Mar,1,Tuesday,False
2025-03-28,North,Clothing,In-Store,1,52.89,52.89,3,Mar,1,Friday,False
2025-04-30,East,Sports,In-Store,7,60.53,423.71,4,Apr,2,Wednesday,False
2025-07-08,East,Home & Kitchen,In-Store,5,70.32,351.6,7,Jul,3,Tuesday,False
2025-04-23,West,Beauty,Online,4,35.49,141.96,4,Apr,2,Wednesday,False
2025-05-01,North,Sports,Online,1,60.96,60.96,5,May,2,Thursday,False
2025-02-23,West,Home & Kitchen,In-Store,4,75.18,300.72,2,Feb,1,Sunday,True
2025-06-22,East,Beauty,In-Store,2,35.35,70.7,6,Jun,2,Sunday,True
2025-02-11,West,Home & Kitchen,In-Store,4,79.82,319.28,2,Feb,1,Tuesday,False
2025-05-17,South,Home & Kitchen,In-Store,6,93.26,559.56,5,May,2,Saturday,True
2025-08-14,North,Electronics,In-Store,2,238.44,476.88,8,Aug,3,Thursday,False
2025-05-07,North,Electronics,Online,3,258.12,774.36,5,May,2,Wednesday,False
2025-03-26,East,Electronics,In-Store,5,251.87,1259.35,3,Mar,1,Wednesday,False
2025-09-15,East,Home & Kitchen,In-Store,2,98.76,197.52,9,Sep,3,Monday,False
2025-01-17,West,Electronics,In-Store,4,282.89,1131.56,1,Jan,1,Friday,False
2025-11-03,South,Clothing,In-Store,1,49.6,49.6,11,Nov,4,Monday,False
2025-05-01,North,Clothing,Online,2,53.04,106.08,5,May,2,Thursday,False
2025-04-20,East,Home & Kitchen,Online,7,84.01,588.07,4,Apr,2,Sunday,True
2025-09-25,East,Beauty,Online,6,34.3,205.8,9,Sep,3,Thursday,False
2025-01-19,West,Clothing,Online,2,43.61,87.22,1,Jan,1,Sunday,True
2025-11-16,South,Electronics,In-Store,3,304.16,912.48,11,Nov,4,Sunday,True
2025-04-07,West,Clothing,In-Store,1,40.41,40.41,4,Apr,2,Monday,False
2025-09-30,West,Home & Kitchen,Online,2,94.39,188.78,9,Sep,3,Tuesday,False
2025-02-02,North,Clothing,In-Store,5,51.3,256.5,2,Feb,1,Sunday,True
2025-10-01,North,Electronics,In-Store,5,249.93,1249.65,10,Oct,4,Wednesday,False
2025-01-25,South,Electronics,In-Store,2,291.15,582.3,1,Jan,1,Saturday,True
2025-04-05,North,Beauty,In-Store,7,27.75,194.25,4,Apr,2,Saturday,True
2025-12-02,East,Clothing,Online,3,43.57,130.71,12,Dec,4,Tuesday,False
2025-12-11,West,Clothing,Online,4,49.74,198.96,12,Dec,4,Thursday,False
2025-03-17,North,Beauty,In-Store,5,35.83,179.15,3,Mar,1,Monday,False
2025-09-18,West,Electronics,In-Store,1,280.61,280.61,9,Sep,3,Thursday,False
2025-07-29,South,Electronics,Online,5,272.82,1364.1,7,Jul,3,Tuesday,False
2025-08-14,South,Beauty,In-Store,7,36.56,255.92,8,Aug,3,Thursday,False
2025-08-30,North,Electronics,Online,2,257.5,515.0,8,Aug,3,Saturday,True
2025-09-29,North,Clothing,Online,5,51.86,259.3,9,Sep,3,Monday,False
2025-07-28,East,Electronics,Online,4,271.68,1086.72,7,Jul,3,Monday,False
2025-06-27,North,Sports,Online,3,70.39,211.17,6,Jun,2,Friday,False
2025-09-25,West,Electronics,In-Store,1,276.73,276.73,9,Sep,3,Thursday,False
2025-01-07,East,Home & Kitchen,In-Store,1,78.13,78.13,1,Jan,1,Tuesday,False
2025-09-19,North,Electronics,In-Store,2,299.6,599.2,9,Sep,3,Friday,False
2025-07-26,North,Sports,Online,6,74.38,446.28,7,Jul,3,Saturday,True
2025-07-29,West,Clothing,In-Store,1,55.61,55.61,7,Jul,3,Tuesday,False
2025-03-18,North,Electronics,In-Store,7,270.46,1893.22,3,Mar,1,Tuesday,False
2025-01-15,West,Home & Kitchen,Online,2,91.91,183.82,1,Jan,1,Wednesday,False
2025-11-12,South,Home & Kitchen,Online,4,96.2,384.8,11,Nov,4,Wednesday,False
2025-05-27,East,Home & Kitchen,In-Store,1,82.78,82.78,5,May,2,Tuesday,False
2025-12-31,South,Sports,Online,5,74.92,374.6,12,Dec,4,Wednesday,False
2025-03-19,East,Home & Kitchen,In-Store,7,68.99,482.93,3,Mar,1,Wednesday,False
2025-06-24,South,Sports,Online,7,53.21,372.47,6,Jun,2,Tuesday,False
2025-03-18,South,Clothing,Online,2,39.55,79.1,3,Mar,1,Tuesday,False
2025-06-14,East,Electronics,In-Store,5,276.48,1382.4,6,Jun,2,Saturday,True
2025-11-02,West,Beauty,Online,6,32.3,193.8,11,Nov,4,Sunday,True
2025-02-09,South,Electronics,Online,7,258.77,1811.39,2,Feb,1,Sunday,True
2025-07-07,West,Electronics,In-Store,1,293.51,293.51,7,Jul,3,Monday,False
2025-12-02,East,Home & Kitchen,In-Store,3,91.26,273.78,12,Dec,4,Tuesday,False
2025-03-13,South,Electronics,In-Store,2,293.09,586.18,3,Mar,1,Thursday,False
2025-06-28,West,Clothing,Online,4,51.6,206.4,6,Jun,2,Saturday,True
2025-03-07,South,Home & Kitchen,Online,1,94.09,94.09,3,Mar,1,Friday,False
2025-09-12,West,Clothing,Online,6,42.97,257.82,9,Sep,3,Friday,False
2025-01-18,South,Home & Kitchen,Online,5,80.53,402.65,1,Jan,1,Saturday,True
2025-07-07,North,Home & Kitchen,Online,6,80.1,480.6,7,Jul,3,Monday,False
2025-09-26,East,Clothing,Online,6,42.73,256.38,9,Sep,3,Friday,False
2025-02-17,North,Clothing,Online,3,49.6,148.8,2,Feb,1,Monday,False
2025-06-12,North,Clothing,Online,4,54.08,216.32,6,Jun,2,Thursday,False
2025-11-12,East,Beauty,Online,3,35.73,107.19,11,Nov,4,Wednesday,False
2025-09-10,North,Home & Kitchen,Online,4,98.55,394.2,9,Sep,3,Wednesday,False
2025-08-22,East,Beauty,Online,4,36.74,146.96,8,Aug,3,Friday,False
2025-11-09,West,Electronics,Online,7,224.81,1573.67,11,Nov,4,Sunday,True
2025-08-22,North,Clothing,Online,7,51.2,358.4,8,Aug,3,Friday,False
2025-10-13,South,Electronics,Online,1,254.02,254.02,10,Oct,4,Monday,False
2025-11-12,South,Clothing,Online,5,48.81,244.05,11,Nov,4,Wednesday,False
2025-12-19,East,Beauty,Online,2,30.07,60.14,12,Dec,4,Friday,False
2025-06-16,East,Home & Kitchen,Online,6,97.75,586.5,6,Jun,2,Monday,False
2025-09-24,North,Clothing,Online,4,45.69,182.76,9,Sep,3,Wednesday,False
2025-06-15,North,Electronics,Online,5,303.09,1515.45,6,Jun,2,Sunday,True
2025-11-16,North,Clothing,Online,3,46.16,138.48,11,Nov,4,Sunday,True
2025-06-12,East,Clothing,In-Store,3,53.85,161.55,6,Jun,2,Thursday,False
2025-05-26,East,Beauty,Online,2,33.88,67.76,5,May,2,Monday,False
2025-09-28,West,Electronics,Online,2,269.6,539.2,9,Sep,3,Sunday,True
2025-07-02,North,Home & Kitchen,In-Store,7,69.77,488.39,7,Jul,3,Wednesday,False
2025-03-21,South,Electronics,Online,6,249.96,1499.76,3,Mar,1,Friday,False
2025-12-30,South,Clothing,In-Store,1,38.4,38.4,12,Dec,4,Tuesday,False
2025-09-21,West,Electronics,In-Store,3,273.59,820.77,9,Sep,3,Sunday,True
2025-04-20,North,Home & Kitchen,Online,4,83.07,332.28,4,Apr,2,Sunday,True
2025-06-15,South,Clothing,Online,4,48.41,193.64,6,Jun,2,Sunday,True
2025-07-24,South,Home & Kitchen,Online,2,78.13,156.26,7,Jul,3,Thursday,False
2025-11-14,West,Sports,Online,3,61.6,184.8,11,Nov,4,Friday,False
2025-02-04,West,Sports,In-Store,4,57.18,228.72,2,Feb,1,Tuesday,False
2025-11-04,East,Home & Kitchen,Online,7,92.29,646.03,11,Nov,4,Tuesday,False
2025-05-07,West,Electronics,Online,1,293.61,293.61,5,May,2,Wednesday,False
2025-04-02,East,Sports,In-Store,3,63.9,191.7,4,Apr,2,Wednesday,False
2025-09-14,East,Electronics,Online,5,257.18,1285.9,9,Sep,3,Sunday,True
2025-08-23,North,Clothing,Online,4,55.75,223.0,8,Aug,3,Saturday,True
2025-02-20,North,Electronics,In-Store,3,275.35,826.05,2,Feb,1,Thursday,False
2025-06-17,North,Electronics,In-Store,7,272.17,1905.19,6,Jun,2,Tuesday,False
2025-03-20,South,Clothing,Online,5,48.78,243.9,3,Mar,1,Thursday,False
2025-07-26,West,Electronics,Online,6,302.63,1815.78,7,Jul,3,Saturday,True
2025-08-24,North,Home & Kitchen,In-Store,7,89.23,624.61,8,Aug,3,Sunday,True
2025-09-15,West,Electronics,Online,7,218.21,1527.47,9,Sep,3,Monday,False
2025-05-11,South,Clothing,In-Store,4,56.25,225.0,5,May,2,Sunday,True
2025-06-20,South,Sports,Online,4,74.57,298.28,6,Jun,2,Friday,False
2025-05-08,North,Electronics,Online,6,215.78,1294.68,5,May,2,Thursday,False
2025-07-30,South,Electronics,Online,5,228.66,1143.3,7,Jul,3,Wednesday,False
2025-09-08,South,Clothing,Online,1,45.64,45.64,9,Sep,3,Monday,False
2025-10-24,South,Electronics,In-Store,5,233.6,1168.0,10,Oct,4,Friday,False
2025-04-01,East,Electronics,Online,2,244.81,489.62,4,Apr,2,Tuesday,False
2025-12-15,East,Electronics,In-Store,7,277.98,1945.86,12,Dec,4,Monday,False
2025-05-29,West,Home & Kitchen,Online,2,76.74,153.48,5,May,2,Thursday,False
2025-12-02,East,Clothing,In-Store,4,51.49,205.96,12,Dec,4,Tuesday,False
2025-12-28,East,Electronics,In-Store,1,252.96,252.96,12,Dec,4,Sunday,True
2025-10-31,West,Electronics,In-Store,3,218.15,654.45,10,Oct,4,Friday,False
2025-03-19,West,Sports,Online,4,67.25,269.0,3,Mar,1,Wednesday,False
2025-07-19,South,Sports,Online,4,72.46,289.84,7,Jul,3,Saturday,True
2025-07-21,East,Sports,In-Store,5,61.91,309.55,7,Jul,3,Monday,False
2025-06-11,North,Electronics,In-Store,7,293.11,2051.77,6,Jun,2,Wednesday,False
2025-12-30,South,Clothing,In-Store,1,52.55,52.55,12,Dec,4,Tuesday,False
2025-03-23,West,Sports,Online,4,52.27,209.08,3,Mar,1,Sunday,True
2025-07-11,South,Electronics,In-Store,4,286.91,1147.64,7,Jul,3,Friday,False
2025-08-17,East,Electronics,Online,4,226.37,905.48,8,Aug,3,Sunday,True
2025-09-06,East,Electronics,In-Store,4,277.75,1111.0,9,Sep,3,Saturday,True
2025-04-02,North,Clothing,Online,5,46.9,234.5,4,Apr,2,Wednesday,False
2025-10-22,East,Electronics,Online,7,229.48,1606.36,10,Oct,4,Wednesday,False
2025-04-15,South,Clothing,Online,1,42.02,42.02,4,Apr,2,Tuesday,False
2025-12-09,South,Electronics,In-Store,2,281.09,562.18,12,Dec,4,Tuesday,False
2025-03-28,North,Electronics,Online,7,265.79,1860.53,3,Mar,1,Friday,False
2025-02-11,North,Beauty,Online,4,31.23,124.92,2,Feb,1,Tuesday,False
2025-10-19,North,Home & Kitchen,In-Store,1,81.3,81.3,10,Oct,4,Sunday,True
2025-11-22,South,Electronics,Online,5,256.83,1284.15,11,Nov,4,Saturday,True
2025-09-11,North,Beauty,Online,5,31.23,156.15,9,Sep,3,Thursday,False
2025-03-15,North,Home & Kitchen,Online,4,94.12,376.48,3,Mar,1,Saturday,True
2025-09-07,West,Clothing,Online,4,54.64,218.56,9,Sep,3,Sunday,True
2025-04-25,North,Clothing,In-Store,5,50.58,252.9,4,Apr,2,Friday,False
2025-01-16,South,Beauty,In-Store,6,29.47,176.82,1,Jan,1,Thursday,False
2025-03-07,East,Clothing,In-Store,6,47.79,286.74,3,Mar,1,Friday,False
2025-10-01,East,Home & Kitchen,Online,1,68.92,68.92,10,Oct,4,Wednesday,False
2025-05-03,South,Sports,Online,2,69.68,139.36,5,May,2,Saturday,True
2025-09-15,South,Beauty,Online,6,26.26,157.56,9,Sep,3,Monday,False
2025-11-20,North,Beauty,Online,2,36.0,72.0,11,Nov,4,Thursday,False
2025-05-05,South,Clothing,Online,6,55.37,332.22,5,May,2,Monday,False
2025-07-10,East,Beauty,Online,1,28.4,28.4,7,Jul,3,Thursday,False
2025-05-12,West,Sports,Online,3,55.35,166.05,5,May,2,Monday,False
2025-11-26,South,Clothing,Online,3,55.58,166.74,11,Nov,4,Wednesday,False
2025-08-14,North,Clothing,Online,7,39.89,279.23,8,Aug,3,Thursday,False
2025-02-23,East,Sports,Online,5,55.68,278.4,2,Feb,1,Sunday,True
2025-03-09,West,Sports,Online,7,66.82,467.74,3,Mar,1,Sunday,True
2025-05-14,North,Electronics,In-Store,5,218.14,1090.7,5,May,2,Wednesday,False
2025-06-24,East,Electronics,Online,5,312.08,1560.4,6,Jun,2,Tuesday,False
2025-11-08,West,Electronics,Online,5,245.98,1229.9,11,Nov,4,Saturday,True
2025-01-10,East,Sports,Online,5,53.89,269.45,1,Jan,1,Friday,False
2025-08-06,North,Clothing,In-Store,5,43.46,217.3,8,Aug,3,Wednesday,False
2025-08-04,West,Electronics,Online,3,305.59,916.77,8,Aug,3,Monday,False
2025-06-14,North,Clothing,In-Store,1,40.54,40.54,6,Jun,2,Saturday,True
2025-11-15,North,Clothing,Online,4,55.91,223.64,11,Nov,4,Saturday,True
2025-03-21,North,Sports,In-Store,4,53.55,214.2,3,Mar,1,Friday,False
2025-07-30,South,Beauty,In-Store,5,35.96,179.8,7,Jul,3,Wednesday,False
2025-02-03,East,Electronics,Online,2,267.63,535.26,2,Feb,1,Monday,False
2025-08-22,East,Electronics,Online,6,212.95,1277.7,8,Aug,3,Friday,False
2025-12-10,North,Clothing,Online,6,46.22,277.32,12,Dec,4,Wednesday,False
2025-11-05,East,Beauty,Online,6,27.33,163.98,11,Nov,4,Wednesday,False
2025-03-22,South,Home & Kitchen,Online,5,82.5,412.5,3,Mar,1,Saturday,True
2025-07-16,East,Electronics,Online,7,251.58,1761.06,7,Jul,3,Wednesday,False
2025-08-10,South,Electronics,Online,2,222.84,445.68,8,Aug,3,Sunday,True
2025-09-30,West,Electronics,Online,5,221.06,1105.3,9,Sep,3,Tuesday,False
2025-06-08,East,Sports,Online,4,58.68,234.72,6,Jun,2,Sunday,True
2025-03-15,East,Home & Kitchen,Online,1,90.27,90.27,3,Mar,1,Saturday,True
2025-07-01,South,Electronics,Online,2,301.07,602.14,7,Jul,3,Tuesday,False
2025-12-22,West,Electronics,Online,1,252.31,252.31,12,Dec,4,Monday,False
2025-12-19,South,Clothing,In-Store,3,44.18,132.54,12,Dec,4,Friday,False
2025-04-24,East,Sports,Online,2,67.13,134.26,4,Apr,2,Thursday,False
2025-09-12,North,Beauty,In-Store,4,26.62,106.48,9,Sep,3,Friday,False
2025-02-06,North,Sports,In-Store,5,66.47,332.35,2,Feb,1,Thursday,False
2025-06-27,North,Electronics,Online,6,283.37,1700.22,6,Jun,2,Friday,False
2025-02-16,North,Electronics,Online,6,311.82,1870.92,2,Feb,1,Sunday,True
2025-07-27,East,Sports,Online,3,57.5,172.5,7,Jul,3,Sunday,True
2025-05-21,South,Home & Kitchen,Online,7,80.21,561.47,5,May,2,Wednesday,False
2025-03-30,East,Electronics,Online,4,225.59,902.36,3,Mar,1,Sunday,True
2025-10-07,West,Clothing,In-Store,5,53.11,265.55,10,Oct,4,Tuesday,False
2025-12-02,West,Beauty,In-Store,7,26.83,187.81,12,Dec,4,Tuesday,False
2025-09-11,South,Clothing,Online,2,52.39,104.78,9,Sep,3,Thursday,False
2025-09-17,West,Electronics,Online,5,291.01,1455.05,9,Sep,3,Wednesday,False
2025-04-17,West,Home & Kitchen,Online,7,68.4,478.8,4,Apr,2,Thursday,False
2025-01-31,West,Sports,Online,7,53.35,373.45,1,Jan,1,Friday,False
2025-11-05,South,Beauty,In-Store,2,32.08,64.16,11,Nov,4,Wednesday,False
2025-09-25,West,Clothing,Online,5,46.72,233.6,9,Sep,3,Thursday,False
2025-02-28,North,Beauty,In-Store,4,25.62,102.48,2,Feb,1,Friday,False
2025-08-01,West,Sports,Online,4,61.995000000000005,247.98,8,Aug,3,Friday,False
2025-03-12,South,Electronics,Online,7,252.19,1765.33,3,Mar,1,Wednesday,False
2025-07-26,South,Home & Kitchen,Online,2,83.07,166.14,7,Jul,3,Saturday,True
2025-08-15,East,Clothing,Online,5,48.82,244.1,8,Aug,3,Friday,False
2025-12-09,West,Sports,Online,6,74.41,446.46,12,Dec,4,Tuesday,False
2025-07-11,North,Home & Kitchen,Online,7,92.53,647.71,7,Jul,3,Friday,False
2025-10-07,East,Home & Kitchen,Online,3,86.49,259.47,10,Oct,4,Tuesday,False
2025-06-17,East,Electronics,In-Store,5,262.4,1312.0,6,Jun,2,Tuesday,False
2025-06-19,East,Home & Kitchen,Online,7,94.64,662.48,6,Jun,2,Thursday,False
2025-05-14,East,Clothing,Online,4,45.09,180.36,5,May,2,Wednesday,False
2025-07-15,East,Beauty,In-Store,3,27.1,81.3,7,Jul,3,Tuesday,False
2025-11-04,East,Sports,Online,1,54.6,54.6,11,Nov,4,Tuesday,False
2025-07-16,West,Electronics,Online,7,254.41,1780.87,7,Jul,3,Wednesday,False
2025-07-05,West,Electronics,In-Store,5,243.36,1216.8,7,Jul,3,Saturday,True
2025-09-14,North,Electronics,Online,1,298.74,298.74,9,Sep,3,Sunday,True
2025-01-28,South,Electronics,Online,7,276.57,1935.99,1,Jan,1,Tuesday,False
2025-08-27,East,Electronics,Online,1,266.79,266.79,8,Aug,3,Wednesday,False
2025-08-22,North,Home & Kitchen,Online,6,95.48,572.88,8,Aug,3,Friday,False
2025-05-22,North,Sports,In-Store,1,67.68,67.68,5,May,2,Thursday,False
2025-02-24,North,Beauty,Online,1,27.87,27.87,2,Feb,1,Monday,False
2025-03-29,North,Electronics,In-Store,5,302.65,1513.25,3,Mar,1,Saturday,True
2025-07-01,East,Home & Kitchen,In-Store,5,81.98,409.9,7,Jul,3,Tuesday,False
2025-06-04,East,Electronics,Online,1,214.75,214.75,6,Jun,2,Wednesday,False
2025-09-29,West,Electronics,In-Store,3,282.99,848.97,9,Sep,3,Monday,False
2025-08-06,South,Home & Kitchen,In-Store,7,80.54,563.78,8,Aug,3,Wednesday,False
2025-10-28,North,Electronics,Online,4,284.56,1138.24,10,Oct,4,Tuesday,False
2025-06-21,North,Electronics,Online,6,305.93,1835.58,6,Jun,2,Saturday,True
2025-06-13,West,Sports,In-Store,5,73.53,367.65,6,Jun,2,Friday,False
2025-06-04,North,Beauty,In-Store,5,27.17,135.85,6,Jun,2,Wednesday,False
2025-09-16,West,Home & Kitchen,Online,2,89.28,178.56,9,Sep,3,Tuesday,False
2025-05-03,East,Sports,Online,4,72.98,291.92,5,May,2,Saturday,True
2025-05-05,North,Electronics,In-Store,7,281.3,1969.1,5,May,2,Monday,False
2025-03-10,West,Electronics,In-Store,2,238.85,477.7,3,Mar,1,Monday,False
2025-01-15,North,Electronics,Online,7,228.18,1597.26,1,Jan,1,Wednesday,False
2025-05-14,East,Clothing,Online,1,47.79,47.79,5,May,2,Wednesday,False
2025-01-21,East,Home & Kitchen,In-Store,7,68.58,480.06,1,Jan,1,Tuesday,False
2025-02-12,North,Home & Kitchen,Online,4,72.36,289.44,2,Feb,1,Wednesday,False
2025-11-20,North,Clothing,In-Store,4,50.39,201.56,11,Nov,4,Thursday,False
2025-10-13,West,Home & Kitchen,Online,6,94.11,564.66,10,Oct,4,Monday,False
2025-05-23,South,Sports,Online,7,74.03,518.21,5,May,2,Friday,False
2025-12-29,South,Electronics,Online,2,280.46,560.92,12,Dec,4,Monday,False
2025-01-15,South,Home & Kitchen,In-Store,5,89.25,446.25,1,Jan,1,Wednesday,False
2025-02-21,East,Beauty,In-Store,4,31.32,125.28,2,Feb,1,Friday,False
2025-05-15,North,Beauty,In-Store,3,27.92,83.76,5,May,2,Thursday,False
2025-08-08,West,Clothing,Online,7,43.08,301.56,8,Aug,3,Friday,False
2025-07-14,South,Electronics,In-Store,2,278.43,556.86,7,Jul,3,Monday,False
2025-07-31,West,Electronics,In-Store,1,223.09,223.09,7,Jul,3,Thursday,False
2025-02-18,North,Clothing,In-Store,1,52.61,52.61,2,Feb,1,Tuesday,False
2025-01-15,East,Clothing,Online,6,45.5,273.0,1,Jan,1,Wednesday,False
2025-06-08,North,Home & Kitchen,Online,5,70.12,350.6,6,Jun,2,Sunday,True
2025-03-06,East,Electronics,Online,2,298.62,597.24,3,Mar,1,Thursday,False
2025-09-23,West,Clothing,Online,7,39.68,277.76,9,Sep,3,Tuesday,False
2025-07-03,North,Electronics,Online,7,303.6,2125.2,7,Jul,3,Thursday,False
2025-05-09,South,Electronics,Online,6,308.33,1849.98,5,May,2,Friday,False
2025-01-27,North,Electronics,Online,1,296.95,296.95,1,Jan,1,Monday,False
2025-08-08,North,Beauty,Online,4,32.75,131.0,8,Aug,3,Friday,False
2025-03-30,West,Electronics,Online,6,279.92,1679.52,3,Mar,1,Sunday,True
2025-10-05,North,Electronics,Online,6,293.5,1761.0,10,Oct,4,Sunday,True
2025-05-08,East,Beauty,Online,3,32.75,98.25,5,May,2,Thursday,False
2025-09-08,West,Clothing,Online,5,48.21,241.05,9,Sep,3,Monday,False
2025-04-08,West,Clothing,Online,4,45.59,182.36,4,Apr,2,Tuesday,False
2025-05-29,East,Sports,In-Store,4,65.01,260.04,5,May,2,Thursday,False
2025-06-11,North,Clothing,Online,7,45.36,317.52,6,Jun,2,Wednesday,False
2025-09-23,North,Clothing,In-Store,3,38.89,116.67,9,Sep,3,Tuesday,False
2025-08-31,West,Beauty,Online,5,27.63,138.15,8,Aug,3,Sunday,True
2025-01-23,South,Sports,In-Store,2,63.3,126.6,1,Jan,1,Thursday,False
2025-11-07,South,Electronics,Online,7,226.87,1588.09,11,Nov,4,Friday,False
2025-06-05,North,Clothing,Online,4,56.23,224.92,6,Jun,2,Thursday,False
2025-02-12,East,Sports,Online,2,65.05,130.1,2,Feb,1,Wednesday,False
2025-09-17,South,Electronics,Online,2,264.88,529.76,9,Sep,3,Wednesday,False
2025-06-19,West,Sports,Online,4,63.45,253.8,6,Jun,2,Thursday,False
2025-03-31,East,Electronics,In-Store,4,269.84,1079.36,3,Mar,1,Monday,False
2025-12-14,North,Sports,Online,1,66.56,66.56,12,Dec,4,Sunday,True
2025-04-18,North,Beauty,In-Store,6,26.31,157.86,4,Apr,2,Friday,False
2025-04-11,South,Clothing,In-Store,5,51.62,258.1,4,Apr,2,Friday,False
2025-02-02,West,Home & Kitchen,In-Store,1,94.36,94.36,2,Feb,1,Sunday,True
2025-12-10,North,Home & Kitchen,In-Store,6,83.07,498.42,12,Dec,4,Wednesday,False
2025-01-12,East,Clothing,Online,2,43.36,86.72,1,Jan,1,Sunday,True
2025-01-13,East,Home & Kitchen,Online,4,80.35,321.4,1,Jan,1,Monday,False
2025-03-12,South,Clothing,Online,5,48.88,244.4,3,Mar,1,Wednesday,False
2025-10-18,East,Electronics,Online,5,264.15,1320.75,10,Oct,4,Saturday,True
2025-11-16,North,Electronics,Online,3,305.66,916.98,11,Nov,4,Sunday,True
2025-12-05,South,Home & Kitchen,Online,1,73.55,73.55,12,Dec,4,Friday,False
2025-02-23,South,Electronics,Online,7,233.49,1634.43,2,Feb,1,Sunday,True
2025-10-31,East,Electronics,In-Store,4,237.82,951.28,10,Oct,4,Friday,False
2025-08-23,South,Electronics,Online,5,252.36,1261.8,8,Aug,3,Saturday,True
2025-02-16,North,Sports,Online,6,60.87,365.22,2,Feb,1,Sunday,True
2025-01-06,North,Clothing,Online,6,52.16,312.96,1,Jan,1,Monday,False
2025-12-28,South,Sports,Online,5,61.46,307.3,12,Dec,4,Sunday,True
2025-10-30,West,Electronics,Online,7,221.28,1548.96,10,Oct,4,Thursday,False
2025-12-18,South,Sports,Online,6,66.06,396.36,12,Dec,4,Thursday,False
2025-09-13,West,Clothing,Online,4,47.37,189.48,9,Sep,3,Saturday,True
2025-01-01,South,Clothing,In-Store,6,46.9,281.4,1,Jan,1,Wednesday,False
2025-02-19,South,Home & Kitchen,In-Store,6,75.0,450.0,2,Feb,1,Wednesday,False
2025-10-23,South,Electronics,Online,7,297.07,2079.49,10,Oct,4,Thursday,False
2025-03-19,West,Home & Kitchen,In-Store,5,92.3,461.5,3,Mar,1,Wednesday,False
2025-01-07,West,Clothing,Online,6,43.68,262.08,1,Jan,1,Tuesday,False
2025-08-04,West,Home & Kitchen,Online,3,80.33,240.99,8,Aug,3,Monday,False
2025-11-13,South,Sports,Online,3,60.86,182.58,11,Nov,4,Thursday,False
2025-01-27,South,Clothing,In-Store,7,43.81,306.67,1,Jan,1,Monday,False
2025-11-29,North,Sports,In-Store,1,64.76,64.76,11,Nov,4,Saturday,True
2025-12-22,South,Electronics,Online,4,285.75,1143.0,12,Dec,4,Monday,False
2025-01-19,South,Home & Kitchen,Online,5,69.96,349.8,1,Jan,1,Sunday,True
2025-06-26,South,Clothing,Online,4,46.18,184.72,6,Jun,2,Thursday,False
2025-04-29,North,Electronics,Online,1,257.92,257.92,4,Apr,2,Tuesday,False
